,Question,Answer
0,周叔叔好，介绍一下公司的主营业务，上市时间,您好，公司于2011.1.7日上市，主营业务有两部分，由农机业务和航空航天业务构成双主业，谢谢。
1,请问：公司产品的技术含量如何？专利多吗？行业垄断地位如何？ 那些项目能给公司带来利润增长点？预计是否能保持3年的增长？,"您好，公司农机产品的技术水平在行业内处于领先地位，拥有各项专利53项，4YZB-3A型自走式穗茎兼收玉米联合收获机，谷物联合收获机等机型可成为公司新的业绩增长点。
航空航天板块取得了国家级技术中心，拥有各项专利49项，国家战略的支持以及需求的快速增长将促进航空航天产业的发展，也为航空航天产业发展提供了广阔应用和市场，也为明日宇航更广泛服务于航空航天产业创造了新的巨大的发展机遇。"
2,公司17年承诺的业绩是4亿元，想问一下军品跟民品具体比例是多少？18，19年预计增长多少？,你好，公司航空航天板块2017年业绩承诺4亿元的利润贡献主要来自军品，18、19年的业绩增长幅度取决于国家军民融合政策的持续推进强度、央企瘦身健体的实施进度以及公司各个项目的实施进度，具体情况请长期关注公司公告。谢谢！
3,去年公司经营遇到的最大困难是什么?今年有望改善吗？,你好，去年由于国家农机产业政策调整，发动机“国二”向“国三” 升级，加之全国种值业结构调整，2016年玉米种植面积为5.51亿亩，较2015年减少2039万亩，导致公司农机板块业务的经营和销售业绩下滑。今年将 以创新为驱动，不断研发新产品 ；加强营销管理，实现以销定产 ， 以管理促效益；增强企业“内功”，实施减员增效，优化资产配置 ，以增强农机业务盈利能力。谢谢！
4,除了在巨潮网上查看公司公告，还可以在哪里了解公司的日常经营情况？,您好，公司目前官方的公告路径是巨潮网，谢谢。
5,请问公司公司的核心竞争力是什么？,"     航空航天业务核心竞争力为国家产业政策大力支持，实施强化管理创新，优化产业布局，坚持技术先导和绿色生产。农机业务的核心竞争力为具有较强的研发优势和技术创新能力。
"
6,行业有没有周期性？,您好，公司农机和军工板块均存在一定的季节性、周期性特点，军工业务受国家计划影响较强，通常年初是制定全年生产计划的时间，农机业务的耕作机械旺季在3-4月份，收获机械的旺季在7-10月，谢谢。
7,做大、做好市值管理是每个公司成长的必然追求，公司是如何进行市值管理的？,你好，我们将尽力合理合规做好信息披露工作，如实反映公司现阶段的发展状况，以确保公司股价真实反映公司的发展状况，同时确立科学的发展战略，并及时给各位股东通报，增强广大投资者的信心，以确保公司市值稳步提升。谢谢！
8,今年如何分红，是否高送转，有计划吗？,您好，公司2016年度利润分配预案为每10股派发现金股利0.17元（含税），不进行资本公积转增股本，谢谢。
9,公司今年有没有新产品和新业务拓展？,你好，公司航空航天板块将对接国家政策，紧紧围绕国家战略需要，进一步加大管理创新和技术创新力度，提升创新能力，提高技术水平和升级产品服务；加快产业布局，充分利用先进技术、装备建立更新更先进的研发生产平台；促进信息化、智能化建设，充分利用智能制造手段变革制造方式。力争在未来可能到来的国家高强度投资与高速发展中处于优势地位。 按照国际航空产业系统化、全球化并向新兴国家转移的趋势，加快转包生产与国际交流合作。充分利用国际合作引进来和走出去，引进消化吸收再创新，形成自主有品牌、有竞争的航空航天产品。 也将积极延伸航空产业链向具有更大市场规模、更多应用领域的新材料、卫星应用等领域拓展。农机板块将围绕国家提出加大农业供给侧结构调整的产业政策，结合农机市场的巨大变化及发展趋势，加强技术创新，引进高层次技术人才，积极开发高效智能，安全环保、适销对路的大型复合式农机新产品。同时实施以销定产的销售策略，控制成本，增强农机业务板块的盈利能力。谢谢！
10,公司生产经营的季节性如何?哪个季节是旺季?,您好，公司农机和军工板块均存在一定的季节性、周期性特点，军工业务受国家计划影响较强，通常年初是制定全年生产计划的时间，农机业务的耕作机械旺季在3-4月份，收获机械的旺季在7-10月，谢谢。
11,请介绍一下公司的行业地位？,公司农机业务研发水平处于国内领先地位，航空航天业务在我国民营军工企业中具有较强的影响力和竞争力。
12,"去年的市场行情并不好，物价又涨，今年公司在市场开拓方面有什么计划？能否详细谈谈？
公司2017年度将根据国家产业政策和市场情况，大力发展航空航天产业；农机业务以销定产，进一步开拓农机国际业务。",公司2017年度将根据国家产业政策和市场情况，大力发展航空航天产业；农机业务以销定产，进一步开拓农机国际业务。
13,去年监管层要求现金分红，各交易所也发布了现金分红指引，公司怎么看，有这个打算吗？,您好，公司拟于2017年4月18日召开股东大会，公司本次2016年度利润分配不送股，不转增股本，仅进行分红，具体时间请及时关注公司公告，谢谢。
14,请介绍一下公司所处行业和主要产品？,"您好，公司目前所处专用设备制造业，主要产品包括农机产品及航空航天飞行器零部件制造。
"
15,"请问今年预计主要产品的销售目标是多少？净利润是多少?
公司2017年度主要产品的销售和净利润目标尚在制定中，明日宇航2017年业绩承诺为4亿元。",公司2017年度主要产品的销售和净利润目标尚在制定中，明日宇航2017年业绩承诺为4亿元。
16,公司未来发展前景如何?对目前这个行业的前途看好吗？,公司现下辖航天航空、农机和投资三大业务板块，由于军民融合等产业背景，航空航天产业具有较为广阔的发展前景和市场空间。
17,请问公司里是否有专人负责回答全景网投资者关系互动平台里股民的问题？股民的问题是否会传到公司的高层？,公司设专人回复全景网投资者关系互动关系中提出的问题，相关问题会及时反馈至相关高层管理人员。
18,公司在税收方面有没有相关的优惠政策？具体税率是多少？,您好，公司享受税收优惠政策，母公司新研股份和明日宇航享受高新技术企业税收优惠、所得税税率15%；新疆牧神享受西部大开发战略税收优惠，所得税税率15%；母公司新研股份和山东牧神销售公司销售农机产品免征增值税，新疆牧神、吉林牧神、山东牧神制造农机增值税税率13%，谢谢。
19,公司2017年利润会有哪些新的增长点?,尊敬的投资者，2017年公司航空航天板块将作为公司主要的利润贡献点，对接国家军民融合政策，紧紧围绕国家战略需要，进一步加快产业布局，充分利用先进技术、装备建立更新更先进的研发生产平台，拟在2017年成立天津明日宇航新材料公司、沈阳明日宇航、河北明日宇航。在国家推动军民融合发展、建立“小核心、大协作”的国防工业体系的背景下，积极承接央企瘦身健体项目，力争在未来可能到来的国家高强度投资与高速发展中处于优势地位。谢谢！
20,请问公司有无通过发行公司债券等形式进行募资的计划？有无设立并购基金收购标的的计划？,您好，公司非公开发行公司债券预案已于2017年3月28日对外公告，并购基金暂时还没计划，谢谢。
21,请问开完股东会后，如果送股通过几日内会送股？,您好，公司拟于2017年4月18日召开股东大会，公司本次2016年度利润分配不送股，不转增股本，仅进行分红，具体时间请及时关注公司公告，谢谢。
22,我是公司的一名小股东，请问我想现场参加股东大会，不知道应该怎么做？需要什么样的程序？,您好，我公司于2017年3月28日对外公告了关于召开2016年度股东大会的通知，请查看公告，里面对参会流程有说明，谢谢。
23,2017年公司是否考虑对高管实行股权激励，如果有的话大概什么时候实行？,尊敬的投资者，公司已连续两年实施员工持股计划，暂时没有对高管实施股权激励的计划。谢谢！
