,Question,Answer
0,公司的新产品什么时候面世？,您好！公司是一家以产品为核心的集研发、制造、销售为一体的工业自动化仪表行业公司，会根据市场情况及客户需要推出统一或定制的产品，每年都有多款新产品面市。谢谢。
1,全球机器视觉市场规模将达50亿美元，能否告知下公司2017年的市场占有率？,您好！公司目前尚未得到该方面的权威数据。谢谢。
2,请介绍一下公司2018年度经营思路？,您好！2018年，围绕既定战略，在积极适应外部环境变化的基础上，公司将以“机制、共享、专注、效率”为指导思想，深化自主经营体管理模式，加强管理平台建设、持续加大技术研发投入，优化营销策略，不断提升公司运营效率、市场占有率和盈利能力。谢谢。
3,公司与独角兽企业有合作吗？,您好！公司的主要合作伙伴包括下游的冶金、电力、化工、建材、石油、水处理、造纸、环保、酿造等国民经济基础工业领域的客户、下游机械电子供应商及设计院、经销商等。谢谢。
4,收购丹麦机器人3D视觉系统后，该项目产品生产销售状况如何？,您好！公司的机器人3D视觉识别系统产品尚处于培育期，但可喜的是，经过一段时间的市场推广，目前已经在科研院校、汽车厂家等领域实现销售突破。谢谢。
5,你们的竞争对手主要有哪些，竞争格局如何？,您好！公司所处的工业自动化仪表行业服务于冶金、电力、化工、建材、石油、水处理、造纸、环保、酿造等国民经济基础工业领域，由于客户需求极度细分，形成了产品品种繁多，应用领域广泛，从业企业众多，竞争多元化的行业格局。由于我国工业自动化仪表行业发展历史较短，依靠自身积累发展较慢，大部分企业规模较小，研发投入规模不大，导致我国工业自动化仪器仪表厂商整体技术水平和产品质量与国外先进水平存在较大差距，国内中高端市场主要被国外品牌产品占领、国内品牌产品以中低端市场为主的局面在未来相当长的一段时间仍会维持。目前，国外大型的工业自动化仪表企业通过设立合资公司、独资公司及代理销售等各种形式进入国内市场，我国终端客户的重要生产装置和关键生产环节所使用的产品大多数是国外品牌的产品。特别是近年来全球经济不景气，具有技术和资金优势的外资品牌厂商进一步加大对中国市场的重视程度和投入力度，众多外资工业自动化仪表厂商开始利用价格竞争手段保持或扩大市场份额，使得本土产品在价格方面的优势不断缩小，从而导致市场竞争日益加剧。但可喜的是，虽然我国工业自动化仪器仪表行业整体技术水平与国外仍有较大差距，但技术进步较快，少量国内企业已逐渐开始自主研发并掌握部分核心技术。虽然在高端产品的技术和产品质量上，国内品牌产品与国外品牌产品仍有着较大差距，但国内外品牌的基本型产品的技术水平比较接近，性能指标也已经大体相当。与此同时，随着中国的工业化水平和信息化水平不断提高，工业自动化技术的应用领域也越来越广泛，从而推动下游行业的产业升级，对新型工业自动化仪表的需求量持续增加，为业内技术创新型企业的发展提供了广阔的空间。谢谢。
6,中美贸易战对公司海外业务有影响吗？,您好！截至目前，对公司业务无直接影响。谢谢。
7,公司每年研发费用占总费用比例是多少？,"您好！2017年度，公司研发投入48,618,526.67元，同期管理费用93,960,119.20元，占比超过50%。谢谢。"
8,现场仪表、二次仪表、压力仪表的市场占有率分别是多少？,您好！由于公司行业属于细分领域，暂无权威数据，根据公司初步估算，公司各产品线市场占有率在3%-20%之间。谢谢。
9,叙利亚战争对公司海外业务有影响吗？,您好！没有直接影响。谢谢。
10,收购丹麦机器人3D视觉系统后，该项目目前有哪些合作客户？,您好！目前，公司机器人3D视觉识别系统产品主要与科研院校、汽车厂商进行合作。谢谢。
11,公司是不是1年多没有机构调研了?是否从侧面说明对公司并不看好？公司对此有何看法？,您好！公司接待机构调研记录请详见深交所互动易网站。谢谢。
12,2018年有无员工持股计划？,您好！2017年公司推出了为期三年的限制性股票激励计划。谢谢。
13,对于互联网智能，公司有哪些布局？,您好！目前，公司根据互联网的发展现状，结合公司主营产品的实际情况，着力布局工业自动化仪表的物联网应用，并已完成物联网模块的研发工作。谢谢。
14,公司是否参与散裂中子源建设？,您好！公司曾为该项目提供信号调理器产品。谢谢。
15,对美业务占公司海外业务比例是多少？占公司整体业务比重是多少？,您好！公司产品对美国几乎没有直接销售。谢谢。
16,请问公司的研发费用支出方向？,"您好！近年来，公司持续加大在研发方面的投入，2017年度研发投入达到48,618,526.67元，占营收比8.81%，相比上年增长44.78%。公司在已成功完成的信号调理仪表、气体报警控制器、气体探测器、控制阀门、电量变送器、阀门定位器、物液位仪表、楼宇执行器等产品系列的自主研发基础上，积极向工业智能化仪表、传感器、高端数控系统以及工业机器人等新兴相关领域进行拓展。谢谢。"
17,目前国家正积极推动工业互联网，贵公司是否有相关产品？对公司有什么影响？,您好！公司非常重视工业自动化仪表的网络化应用，近年来，在物联网仪表的研发上不断加大投入力度，目前在执行机构、流量计、阀门定位器等产品上已初步实现网络功能。谢谢。
18,公司近期非公开发行募资约1.6亿计入资本公积？请问有无募投项目资金?,"您好！本次发行募集资金总额为人民币185,388,994.35元，扣除发行费用（不含税金额）人民币10,660,377.36元，募集资金净额为人民币174,728,616.99元。其中人民币19,617,883.00元记入注册资本（股本），计入资本公积（股本溢价）人民币155,110,733.99元。本次发行募集资金将用于募投项目。谢谢。"
19,公司的定增项目进展如何？什么时候产品才能面世？,您好！目前，公司非公开发行募投资金项目均在正常进行中，其中中高端数控系统、MEMS传感器等项目已获得阶段性突破，相信可以按照既定计划，在2020年前达产。谢谢。
20,公司的2018年1季度报告什么时候发布？,您好！公司2018年第一季度报告将于4月27日发布。谢谢。
