,Question,Answer
0,公司未来的市场拓展上是更重视军品市场还是民用市场？,军民融合发展是公司战略的重要组成，公司作为覆盖民用与军工超材料均衡发展的研发与生产商，将充分利用成熟的军品研制技术和经验助推民品开发，同时以先进民用技术反哺提升军品技术，对双方产品的研发和性能提升带来促进作用，形成可持续的良性循环，有效提升上市公司综合竞争力，实现超材料领域军民融合深度发展战略。
1,今年公司已经开拓了哪些新客户？客户开拓顺利吗？,"作为超材料前沿技术的积极推动企业，公司致力于进一步开拓和挖掘新客户和新的应用领域。公司会严格按照上海证券交易所的规则，及时全面披露相关信息，请您关注相关公告。
目前客户开拓工作稳步实施中，2018年在原有基础上，公司开启产业化运营中心网络建设，公司将在运营总部、全国重点产业化基地和中心节点城市新扩建展示、营销、服务、研发、物流中心网络，以增强客户服务的核心能力、实现营销服务体系的全国化布局、支撑公司产业化项目的落地和市场推广。
"
2,请问中美贸易战以及芯片禁运的问题是否会影响公司的信息系统以及军工科技研发？,感谢关注，不会影响。
3,2017年现金流流出扩大，今年在改善现金流问题有举措吗？,公司关注财务安全，并且拥有成熟的现金流管控能力与机制，确保公司在所有合理预测的情况下拥有充足的现金运转能力。
4,一季度公司营收和净利润均出现下降，这是什么原因造成的？,1、公司因钢材价格上涨及公司部分产品结构调整，汽车零配件业务利润同比下降；2、公司募投项目尚处于建设期，募投项目尚未产生收益；3、较去年同期对比，本期合并范围增加，日常经营开支增加；4、2017 年 12 月 12 日新注入的深圳光启尖端公司，由于行业特点，业绩主要在下半年实现。
5,2018年的经营目标是什么？,公司计划全年实现营业收入5.6亿元，比去年同期增长47.57%，净利润0.87亿元，比去年同期增长9.02%。上述指标为公司 2018年度经营计划的内部管理控制指标，并不代表公司盈利预测，能否实现取决于市场状况变化、经营团队的努力程度等多种因素，存在很大的不确定性，请投资者特别注意。
6,公司在超材料研发制造方面是公认的顶级玩家，按理说市场应该非常广阔，且代表着新材料行业的前进方向，为何公司的股价持续低迷？公司管理层是否有增持公司股份的计划？,感谢关注，股价是由市场决定的，公司管理层会努力经营，以优良的业绩回报股东，谢谢。
7,公司业务有出口海外吗？近期中美贸易摩擦对公司会否造成影响。,公司未有产品出口国外。就现阶段而言，双方已出台的贸易限制政策对公司业务没有产生直接影响，公司也将持续关注世界经济格局及中美贸易关系的变化。
8,公司怎么研判今年的经营形势，公司的机会和挑战分别有哪些？,在世界经济复苏明朗，全球贸易较快增长的良好外部环境下，2018年中国经济将继续稳定向好。在国家经济稳定向好的整体状况下，在国家军民融合战略支持下，公司民用超材料和军用超材料融合发展，具有重要战略意义和良好的发展前景。
9,在智能化制造大行其道的当下，公司的生产线是否也进行了改造升级？都达到了何种水平？,感谢关注，是的，特别是我们的汽车部件新厂区，该厂区生产线智能化已达到了国内先进水平。
10,公司在北斗导航方面参与哪些方面的技术研发及产品供应？,公司的业务范围以及发展战略已经在近期的年报中详细披露。
11,您怎么看待2018年中国的汽车市场，对公司的发展有哪些机遇和挑战？,"据中国汽车工业协会统计，我国已连续九年成为世界最大的汽车产销市场，年产销量将很快超过3000万辆。我国也是世界最大的新能源汽车市场，去年产销量超过80万辆，预计2020年将实现年产200万辆，保有量达到500万辆。
2018年汽车行业的热点是降低关税，开放的市场将倒逼中国汽车品牌升级，这对我们来说既是机遇也是挑战。"
12,公司近年研发的主攻方向是什么？目前取得的进度如何？今年是否打算加大研发投入比例？,公司将充分发挥公司在民用超材料和军用超材料的核心竞争优势和上市公司资本平台优势，全力聚焦超材料技术与应用的产业发展方向，面向以汽车、轨道交通、智能交通、警用及军用等行业重点应用领域，以地面行进装备超材料智能结构、可穿戴超材料智能结构、军用航空、航海超材料及其应用为重点业务，以自身内延有机增长发展与外延并购整合和战略联盟为发展手段，发展成为具有可持续核心竞争力的全球化优秀超材料公司。公司作为科技创新型企业，为了保持业务发展的良好势头，同时考虑公司长远的战略定位，公司在将持续加大研发投入，以保持和持续获取超材料技术研发的竞争优势，把握占据未来市场竞争的有利地位。
13,公司从自身角度看，对于国家的军民融合大战略是怎么理解的？公司目前在军民融合的业务上都取得了什么成果？,军民融合已上升为国家战略，公司始终遵循国家战略，军民融合为公司的发展提供了重大机遇，公司将持之以恒的坚持创新驱动和军民融合发展的道路，通过创新做大做强军工业务，通过军用技术民用化实现军用与民用融合发展，不断拓展公司的盈利能力。
14,未来汽车进口关税下调对汽车零部件行业有什么影响？,"“关税降低”短期影响有限，长期有望优化行业格局。
从整车来看，中国一线自主品牌将有望在竞争中成长为真正具有全球竞争力的企业。2017年中国汽车市场占全球汽车总销量的30%，从2005年以来中国新增销量占全球汽车市场的76%。当前中国拥有最先进的整车制造工厂和最成熟的汽车零部件产业链。任何脱离中国市场的合资品牌都将面临市场份额下降的风险。
随着中国自主品牌和汽车工业的崛起，竞争的放开是必然的趋势。进口汽车关税的降低对售价20万元以下的车型影响有限，对20万元以上的中高端车型有中期10%-20%的价格下行压力。但是，充分的市场竞争将使一线自主品牌真正成为具有全球竞争力的企业，未来中国一线自主品牌（上汽、广汽、吉利、长城、长安）的市场集中度有望进一步提升。"
15,请介绍下超材料智能结构及装备项目最新建设进度。,感谢您的关注，公司超材料智能结构及装备产业化项目目前尚处于建设期，4月份该项目变更了实施地点、实施主体，及调减了投资规模，详情请关注公司近期的相关公告
16,目前公司的核心技术及知识产权方面的自主程度如何？是否有受到外部掣肘之处？,感谢关注，公司以自主创新为本，不断推进超材料前沿技术的研发与产业化，不存在受外部掣肘。
17,公司一季度业绩下降的主要原因是什么？,公司因钢材价格上涨及公司部分产品结构调整，汽车零配件业务利润同比下降；2017 年 12 月 12 日新注入的深圳光启尖端公司，由于行业特点，业绩主要在下半年实现
18,对于近期不断出现的核心机密涉密的问题，公司都采取了什么措施去保护国家机密的绝对安全？,公司严格按照保密法等国家安全保密管理的规定进行管理。公司下属子公司特别是深圳尖端有专门的保密管理部门按照国家及公司的相关规定对保密事项进行严格管理。
19,在技术创新方面，公司今年有什么计划和安排吗？,在技术创新方面，公司今年会继续加大研发投入，进一步探索超材料技术在军用和民用领域的综合应用。
