,Question,Answer
0,你好，能介绍一下北斗系统5月1号启用对公司的影响，公司在北斗导航方面的布局及相关技术，谢谢,你好，感谢对本公司的关注。公司基本北斗技术的产品目前已经投放市场，2017年销售情况良好，为用户提供较好使用体验，未来公司将继续投入基于北斗导航技术的新产品与服务，逐步提高北斗导航产品占比，提升产品竞争力，谢谢。
1,你好，能介绍一下北斗系统5月1号启用对公司的影响，公司在北斗导航方面的布局及相关技术，谢谢,你好，感谢对本公司的关注。公司基本北斗技术的产品目前已经投放市场，2017年销售情况良好，为用户提供较好使用体验，未来公司将继续投入基于北斗导航技术的新产品与服务，逐步提高北斗导航产品占比，提升产品竞争力，谢谢。
2,今年公司在市场开拓方面有什么计划？能否详细谈谈？,你好，感谢对本公司的关注。公司认为，全球整车厂商都在努力实现从传统汽车制造商向优秀汽车制造商和智能网联移动出行服务商转型。汽车正在成为移动出行服务圈的重要支撑，汽车厂商在满足安全节能环保动力等暗点的同时更加追求为客户创造亮点、魅点，保证用户出行的方便、安全、舒适则成为业界关注的核心。公司未来将紧密依托汽车行业及整车厂发展战略，根据公司MAC战略巩固现有市场并积极开拓新市场，谢谢。
3,如何看待“互联网+”与5G时代的到来？公司做好了哪些准备措施？,你好，感谢对本公司的关注。新时期的ICT和汽车产业暗流涌动，云计算、移动互联网、物联网、大数据、人工智能正在改变汽车产业格局。华为、百度、阿里、腾讯等ICT、互联网巨头与汽车产业的深度融合，促进了两大行业的同步发展，互联网造车和车企拥抱互联网形成了互联网+汽车及汽车+互联网等新业态快速形成，新能源和智能网联出行成为汽车产业的主要竞争焦点。启明的发展必然会在MAC的深度融合上做文章，充分利用“启明星云”汽车工业互联网平台，发展新业务，并形成核心竞争力，谢谢。
4,预计今年公司北斗前装导航项目营收是多少？,你好，感谢对本公司的关注。公司2018年销售数据未单独对支持北斗的前装产品进行预测，导航产品的整体实际销售情况欢迎投资者查阅公司各期定期报告中披露的数据，谢谢。
5,乘用车前装市场壁垒较高，公司如何应对？,你好，感谢对本公司的关注。针对整车前装市场壁垒较高的问题，公司目前产品主要针对中国一汽自主品牌车型，市场空间较大，尚不足覆盖全部市场份额，同时公司基于对中国汽车车型前装产品的供货，向中国一汽合资品牌及国内其他整车厂形成良好示范，未来逐步探索与其他整车厂进行合作的可能，谢谢。
6,你好，此次中美贸易事件对公司有何影响，对公司发展有促进作用吗，谢谢,你好，感谢对本公司的关注。公司目前与境外合作伙伴一直保持良好的合作关系，在全球经济合作高度一体化的时代背景下，目前发生的中美贸易战对公司经营、合作、采收销售业务一定会产生一定不利影响，但这些不利影响在公司能够承受和解决的范围内，贸易战没有赢家，发起贸易战的国家最终将损人害己，公司希望未来能够赢回良性的贸易环境，相关各方合作共赢，谢谢。
7,请介绍一下公司的核心业务及业绩做好的业务板块？该核心产品的市场占有率情况如何？同行业内最有竞争力的对手是哪些？能否举例说明下,你好，感谢对本公司的关注。公司核心业务包括智能制造业务、智慧汽车业务及智慧城市业务三大块，目前智能制造业务与智慧汽车业务主要面向中国一汽及下属子公司，智慧城市业务服务于政府、企业、市民。目前公司主要竞争对手包括进口前装汽车电子产品供应商、通用管理软件供应商及大型集成服务供应商等，谢谢。
8,前周媒体报道了关于奔驰车定速巡航失控事件，对这个事件，从专业的角度如何评价？,你好，感谢对本公司的关注。作为汽车电子产品供应商，公司深知责任巨大，唯有努力做好研发、生产与服务的每一个环节，汇报消费者与投资者对公司的信任，谢谢。
9,公司怎样从客户的角度来拓展更大的空间？,你好，感谢对本公司的关注。公司一直以来重视客户需求和使用习惯，目前已经建立了一定规模的产品售前咨询团队，通过派驻客户现场并在服务过程中长期沟通交流，收集整理客户潜在需求，并及时向销售和研发团队进行反馈，实现客户服务于销售市场的扩大，谢谢。
